address,bank_name,schedule,geo_lat,geo_lon
"г. Москва, ш.Можайское, д.43",Всероссийский Банк Развития Регионов,Круглосуточно,55.7166918,37.4100069
"г. Москва, ш.Энтузиастов, вл.6а",Всероссийский Банк Развития Регионов,Круглосуточно,55.7479159,37.7012604
"г. Москва, ул.Плещеева, вл.2",Всероссийский Банк Развития Регионов,Круглосуточно,55.8829112,37.6042341
"г. Москва, ул.Старобитцевская, д.2, стр. 1, 2, 3",Всероссийский Банк Развития Регионов,Круглосуточно,55.5682717,37.5923431
"г. Москва, ул.Ясеневая, д.13",Всероссийский Банк Развития Регионов,Круглосуточно,55.6029102,37.7296195
"г. Москва, ул.Академика Королева, д.12а",Всероссийский Банк Развития Регионов,Круглосуточно,55.82229,37.60362
"г. Москва, ш.Энтузиастов, д.63",Всероссийский Банк Развития Регионов,Круглосуточно,55.7629387,37.7749516
"г. Москва, просп. Нахимовский, д.24а",Всероссийский Банк Развития Регионов,Круглосуточно,55.670836,37.583274
"г. Москва, просп. Новоясеневский, вл.12а, стр. 1, 2, 3",Всероссийский Банк Развития Регионов,Круглосуточно,55.6104821,37.5186204
"г. Москва, ш.Каширское, вл.36а",Всероссийский Банк Развития Регионов,Круглосуточно,55.6499373,37.6581599
"г. Москва, 41 км МКАД",Всероссийский Банк Развития Регионов,Круглосуточно,55.6097905,37.4932907
"г. Москва, 60 км МКАД, д.4 Б",Всероссийский Банк Развития Регионов,Круглосуточно,55.7672993,37.3712728
"г. Москва, ш.Дмитровское, д.77а",Всероссийский Банк Развития Регионов,Круглосуточно,55.859488,37.555301
"г. Москва, просп. Севастопольский, д.8, вл.1, 2",Всероссийский Банк Развития Регионов,Круглосуточно,55.689223,37.604026
"г. Москва, ул.Академика Королева, д.13а",Всероссийский Банк Развития Регионов,Круглосуточно,55.8210405,37.6183749
"г. Москва, ш.Ярославское, вл.3, стр. 2, 3",Всероссийский Банк Развития Регионов,Круглосуточно,55.8515845,37.674699
"г. Москва, ул.Малая Калужская, д.15, стр. 31",Всероссийский Банк Развития Регионов,Круглосуточно,55.7150785,37.5965433
"г. Москва, 2-я ул.Машиностроения, вл.14",Всероссийский Банк Развития Регионов,Круглосуточно,55.7191359,37.6956662
"г. Москва, ул.Академика Скрябина, д.11",Всероссийский Банк Развития Регионов,Круглосуточно,55.7118782,37.7964738
"г. Москва, ул.Матвеевскя, д.7",Всероссийский Банк Развития Регионов,Круглосуточно,55.7029657,37.4594838
"г. Москва, ул.Братеевская, вл.4, корп. 1",Всероссийский Банк Развития Регионов,Круглосуточно,55.6306913,37.7534626
"г. Москва, ш.Энтузиастов, вл.56а",Всероссийский Банк Развития Регионов,Круглосуточно,55.7549478,37.7643438
"г. Москва, ул.Лобачевского, д.37",Всероссийский Банк Развития Регионов,Круглосуточно,55.687949,37.474156
"г. Москва, ул.Айвазовского, вл.2а",Всероссийский Банк Развития Регионов,Круглосуточно,55.6199116,37.5405017
"г. Москва, ш.Варшавское, д.132а",Всероссийский Банк Развития Регионов,Круглосуточно,55.616747,37.61088
"г. Москва, 87 км МКАД, вл.14",Всероссийский Банк Развития Регионов,Круглосуточно,55.8984093,37.6320467
"г. Москва, ш.Дмитровское, д.116г",Всероссийский Банк Развития Регионов,Круглосуточно,55.901929,37.543893
"г. Москва, ул.Народного Ополчения, д.34, стр. 1",Всероссийский Банк Развития Регионов,Круглосуточно,55.785539,37.484891
"г. Москва, 73 км МКАД, вл.10",Всероссийский Банк Развития Регионов,Круглосуточно,55.8766599,37.4305933
"г. Москва, ул.Фридриха Энгельса, д.32, стр. 1",Всероссийский Банк Развития Регионов,Круглосуточно,55.7747088,37.6872289
"г. Москва, 25 км МКАД, вл.12",Всероссийский Банк Развития Регионов,Круглосуточно,55.5835048,37.7065405
"г. Москва, 87 км МКАД, внешняя сторона",Всероссийский Банк Развития Регионов,Круглосуточно,55.631863,37.467614
"г. Москва, ш.Каширское, д.61, корп. 5",Всероссийский Банк Развития Регионов,Круглосуточно,55.6124,37.717824
"г. Москва, ул.Декабристов, д.47 Б",Всероссийский Банк Развития Регионов,Круглосуточно,55.858564,37.623744
"г. Москва, ш.Варшавское, вл.179, стр. 1",Всероссийский Банк Развития Регионов,Круглосуточно,55.552408,37.587739
"г. Москва, ш.Энтузиастов, д.33 Б",Всероссийский Банк Развития Регионов,Круглосуточно,55.7625396,37.7700969
"г. Москва, 8 км МКАД",Всероссийский Банк Развития Регионов,Круглосуточно,55.7116508,37.8369568
"г. Москва, ш.Аминьевское, вл.4 Б",Всероссийский Банк Развития Регионов,Круглосуточно,55.6987674,37.4621594
"г. Москва, ул.Можайский Вал, д.8, корп. В",Всероссийский Банк Развития Регионов,Круглосуточно,55.7437338,37.555168
"г. Москва, ул.Шаболовка, д.10, корп. 2",Всероссийский Банк Развития Регионов,Доступен в режиме работы места установки,55.7232494,37.6098559
"г. Москва, ул.Шаболовка, д.10",Всероссийский Банк Развития Регионов,Круглосуточно,55.7235611,37.6103281
"г. Москва, ул.Малая Калужская, д.15, стр. 28",Всероссийский Банк Развития Регионов,Круглосуточно,55.7148126,37.5979366
"г. Москва, ул.Сущевский Вал, д.65",Всероссийский Банк Развития Регионов,Доступен в режиме работы места установки,55.7932605,37.621641
"г. Москва, ул.Беговая, д.3, стр. 1",Всероссийский Банк Развития Регионов,Круглосуточно,55.7759617,37.5530932
"г. Москва, ул.Беговая, д.3, стр. 1",Райффайзенбанк,Доступен в режиме работы места установки,55.7759617,37.5530932
"г. Москва, ул.Беговая, д.3, стр. 1",СберБанк,Доступен в режиме работы места установки,55.7759617,37.5530932
"г. Москва, наб. Кадашевская, д.6/1/2, стр. 1",Всероссийский Банк Развития Регионов,Круглосуточно,55.74301,37.617662
"г. Москва, наб. Софийская, д.26, стр. 1",Всероссийский Банк Развития Регионов,Круглосуточно,55.7476028,37.6208027
"г. Москва, просп. Ленинградский, д.39, стр. 41",Всероссийский Банк Развития Регионов,Круглосуточно,55.7946688,37.538166
"г. Москва, ул.Малая Калужская, д.15, стр. 7",Всероссийский Банк Развития Регионов,Доступен в режиме работы места установки,55.7161258,37.5971461
"г. Москва, ул.Велозаводская, д.6а",Банк ВТБ,Доступен в режиме работы места установки,55.7115849,37.6646202
"г. Москва, пер. Петроверигский, д.10, стр. 3",Банк ВТБ,Доступен в режиме работы места установки,55.7564951,37.6380703
"г. Москва, Китайгородский пр-д, д.7",Банк ВТБ,Доступен в режиме работы места установки,55.7519313,37.6335639
"г. Москва, Девичьего Поля пр-д, д.4",Банк ВТБ,Доступен в режиме работы места установки,55.7377736,37.577813
"г. Москва, пер. Лаврушинский, д.10, стр. 4",Банк ВТБ,Круглосуточно,55.7417079,37.6197944
"г. Москва, ул.Новорогожская, д.27",Банк ВТБ,Доступен в режиме работы места установки,55.7384619,37.6947551
"г. Москва, ул.Усачева, д.62",Банк ВТБ,Доступен в режиме работы места установки,55.724865,37.562874
"г. Москва, пер. Леонтьевский, д.16, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.7604673,37.6052028
"г. Москва, ул.Голубинская, д.16",Банк ВТБ,Круглосуточно,55.5972565,37.5271253
"г. Москва, ул.Голубинская, д.16",Московский Кредитный Банк,Круглосуточно,55.5972565,37.5271253
"г. Москва, Лазоревый пр-д, д.1а, корп. 2",Банк ВТБ,Доступен в режиме работы места установки,55.847295,37.638521
"г. Москва, ст.метро «Красносельская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ул.Рогожский Вал, д.9/2, стр. 2",Банк ВТБ,Доступен в режиме работы места установки,55.7422891,37.6787
"г. Москва, пл.Большая Сухаревская, д.3, стр. 1",Банк ВТБ,Круглосуточно,55.7730839,37.6339417
"г. Москва, 2-й Верхний Михайловский пр-д, д.9а",Банк ВТБ,Доступен в режиме работы места установки,55.7081274,37.6033484
"г. Москва, ул.Нижегородская, д.27",Банк ВТБ,Доступен в режиме работы места установки,55.7353216,37.7061794
"г. Москва, ст.метро «Новокузнецкая»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ул.Жуковского, д.14",Банк ВТБ,Доступен в режиме работы места установки,55.7622019,37.6468024
"г. Москва, ул.Новорязанская, д.18, корп. 21",Банк ВТБ,Круглосуточно,55.7722096,37.6625831
"г. Москва, ул.Обручева, д.46",Банк ВТБ,Доступен в режиме работы места установки,55.651348,37.548284
"г. Москва, ул.Обручева, д.25",Банк ВТБ,Доступен в режиме работы места установки,55.6571638,37.5348925
"г. Москва, ул.Коштоянца, д.2, корп. 1",Банк ВТБ,Круглосуточно,55.6813286,37.4919304
"г. Москва, Стройкомбината пр-д, д.1, стр. 53",Банк ВТБ,Круглосуточно,55.6873079,37.4525538
"г. Москва, ул.Лобачевского, д.116",Банк ВТБ,Круглосуточно,55.690983,37.472755
"г. Москва, ул.Молодогвардейская, д.7",Банк ВТБ,Доступен в режиме работы места установки,55.7333024,37.4343287
"г. Москва, ул.Барышиха, д.49",Банк ВТБ,Доступен в режиме работы места установки,55.8580493,37.3428239
"г. Москва, ул.Академика Павлова, д.10",Банк ВТБ,Доступен в режиме работы места установки,55.741059,37.397153
"г. Москва, ш.Сколковское, д.29",Банк ВТБ,Круглосуточно,55.7072679,37.4045381
"г. Москва, ст.метро «Сходненская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ул.Большая Полянка, д.22",Банк ВТБ,Круглосуточно,55.73776,37.617824
"г. Москва, ст.метро «Тушинская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, туп. 1-й Магистральный, д.5а",Банк ВТБ,Доступен в режиме работы места установки,55.7661118,37.5318926
"г. Москва, ул.Михалковская, д.65",Банк ВТБ,Доступен в режиме работы места установки,55.837009,37.506747
"г. Москва, 2-й Боткинский пр-д, д.5, корп. 20",Банк ВТБ,Доступен в режиме работы места установки,55.7793928,37.549571
"г. Москва, 2-й Боткинский пр-д, д.5, корп. 22",Банк ВТБ,Доступен в режиме работы места установки,55.7817623,37.5501997
"г. Москва, просп. Ленинградский, д.39, корп. 29",Банк ВТБ,Круглосуточно,55.7926401,37.5384118
"г. Москва, ул.Приорова, д.10",Банк ВТБ,Круглосуточно,55.8201776,37.5306854
"г. Москва, ул.Прянишникова, д.19",Банк ВТБ,Доступен в режиме работы места установки,55.8356096,37.5490666
"г. Москва, бул. Кронштадтский, д.20а, корп. 2",Банк ВТБ,Круглосуточно,55.8435697,37.5099837
"г. Москва, ул.Лобненская, д.10, стр. 12",Банк ВТБ,Доступен в режиме работы места установки,55.8905049,37.5349269
"г. Москва, ул.Лобненская, д.10, стр. 2",Банк ВТБ,Доступен в режиме работы места установки,55.890598,37.532906
"г. Москва, ул.Шолохова, д.5, корп. 1",Банк ВТБ,Доступен в режиме работы места установки,55.6360758,37.3546103
"г. Москва, ул.Волынская, д.7",Банк ВТБ,Круглосуточно,55.6411982,37.4116277
"г. Москва, ул.Новоостаповская, д.5, стр. 3",Банк ВТБ,Круглосуточно,55.7236175,37.6790999
"г. Москва, ул.Ефремова, д.10",Банк ВТБ,Доступен в режиме работы места установки,55.726031,37.575612
"г. Москва, Огородный пр-д, д.18, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.8173077,37.5984896
"г. Москва, ст.метро «Петровско-Разумовская»",Банк ВТБ,Круглосуточно,55.7926693,37.5623233
"г. Москва, ст.метро «Дмитровская»",Банк ВТБ,Доступен в режиме работы места установки,55.6398097,37.4176378
"г. Москва, пер. Малый Казенный, д.5 Б",Банк ВТБ,Круглосуточно,55.7615709,37.6543276
"г. Москва, ул.Сосенский Стан, д.4",Банк ВТБ,Доступен в режиме работы места установки,55.572905,37.464868
"г. Москва, п.Киевский, д.18 Б",Банк ВТБ,Доступен в режиме работы места установки,55.7540471,37.620405
"г. Москва, ул.Алябьева, д.7/33",Банк ВТБ,Круглосуточно,55.7428513,37.4846425
"г. Москва, ул.2-я Ямская, д.4",Банк ВТБ,Доступен в режиме работы места установки,55.7947287,37.6082539
"г. Москва, ул.2-я Ямская, д.4",Росбанк,Круглосуточно,55.7947287,37.6082539
"г. Москва, ст.метро «Бабушкинская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, туп. Басманный, д.6а, стр. 4",Банк ВТБ,Доступен в режиме работы места установки,55.7664457,37.6581538
"г. Москва, 2-й Сельскохозяйственный пр-д, д.4, корп. 4",Банк ВТБ,Доступен в режиме работы места установки,55.8334064,37.6431763
"г. Москва, ул.Большая Марьинская, д.9",Банк ВТБ,Доступен в режиме работы места установки,55.8051367,37.6332896
"г. Москва, просп. Мира, д.119, стр. 71",Банк ВТБ,Доступен в режиме работы места установки,55.829937,37.634308
"г. Москва, ул.Ленская, д.15, стр. 5",Банк ВТБ,Круглосуточно,55.8647366,37.6662273
"г. Москва, ул.Ленская, д.15, стр. 2",Банк ВТБ,Круглосуточно,55.8662209,37.6646005
"г. Москва, ул.Касаткина, д.7, корп. 9",Банк ВТБ,Круглосуточно,55.8255778,37.6573057
"г. Москва, ул.Касаткина, д.7, корп. 1",Банк ВТБ,Круглосуточно,55.8259959,37.6553118
"г. Москва, ул.Ленская, д.15, стр. 3",Банк ВТБ,Круглосуточно,55.8659277,37.6663717
"г. Москва, ул.Юности, д.13",Банк ВТБ,Доступен в режиме работы места установки,55.7254413,37.8025417
"г. Москва, ул.Чечулина, д.3 корп. 2",Банк ВТБ,Доступен в режиме работы места установки,55.7813165,37.8232478
"г. Москва, ст.метро «Алексеевская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ул.Дорожная, д.56, корп. 1",Банк ВТБ,Круглосуточно,55.5808498,37.6099212
"г. Москва, ст.метро «Щелковская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, бул. Перервинский, д.18, корп. 1",Банк ВТБ,Доступен в режиме работы места установки,55.6542684,37.7689745
"г. Москва, ст.метро «Кузьминки»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ст.метро «Севастопольская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ул.8-я Соколиной Горы, д.15",Банк ВТБ,Доступен в режиме работы места установки,55.7704137,37.7407342
"г. Москва, ш.Открытое, д.18",Банк ВТБ,Доступен в режиме работы места установки,55.8185406,37.7459297
"г. Москва, ш.Каширское, д.13г",Банк ВТБ,Круглосуточно,55.6659488,37.6357363
"г. Москва, ул.Лосиноостровская, д.27, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.8269103,37.7133032
"г. Москва, ст.метро «Новые Черемушки»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, Шокальского пр-д, д.49",Банк ВТБ,Круглосуточно,55.8824173,37.6557135
"г. Москва, ст.метро «Октябрьская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ул.Кузнецкий Мост, д.13/9, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.7624689,37.6230901
"г. Москва, ул.Петровка, д.25а, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.7665318,37.6145499
"г. Москва, ул.Поварская, д.25, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.7557619,37.589808
"г. Москва, 1-й Красногвардейский пр-д, д.21, стр. 1",Банк ВТБ,Круглосуточно,55.7500762,37.5344897
"г. Москва, 22-й км Киевского шоссе, вл.6",Банк ВТБ,Круглосуточно,55.8038026,37.3012335
"г. Москва, ул.Линии Октябрьской Железной Дороги, д.2, стр. 2",Банк ВТБ,Доступен в режиме работы места установки,55.8388017,37.5721621
"г. Москва, ст.метро «Профсоюзная»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ст.метро «Коньково»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, Олимпийская деревня, просп. Мичуринский, д.4, корп. 1",Банк ВТБ,Круглосуточно,55.6763661,37.4705157
"г. Москва, ст.метро «Юго-Западная»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ст.метро «Волгоградский проспект»",Банк ВТБ,Круглосуточно,55.7076721,37.7493027
"г. Москва, просп. Мира, д.41, стр. 2",Банк ВТБ,Доступен в режиме работы места установки,55.78161,37.632637
"г. Москва, ст.метро «Теплый Стан»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ст.метро «Белорусская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ст.метро «Савеловская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ст.метро «Библиотека имени Ленина»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ш.Варшавское, д.9 , стр. 1",Банк ВТБ,Круглосуточно,55.699467,37.625594
"г. Москва, ул.Бакинская, д.26",Банк ВТБ,Круглосуточно,55.6188197,37.653953
"г. Москва, ст.метро «Выхино»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ст.метро «Автозаводская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ст.метро «Павелецкая» (радиальная)",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ш.Ярославское, д.116, корп. 1",Банк ВТБ,Круглосуточно,55.8669967,37.7088535
"г. Москва, просп. Федеративный, д.17",Банк ВТБ,Доступен в режиме работы места установки,55.7555647,37.8137348
"г. Москва, ул.Воронцовская, д.43, стр. 1",Банк ВТБ,Круглосуточно,55.7330569,37.6650373
"г. Москва, ул.Трубная, д.2",Банк ВТБ,Круглосуточно,55.7672719,37.6242036
"г. Москва, ул.Маршала Неделина, д.40",Банк ВТБ,Доступен в режиме работы места установки,55.7260157,37.4227024
"г. Москва, пер. Нижний Сусальный, д.5, стр. 5",Банк ВТБ,Доступен в режиме работы места установки,55.7615284,37.6645855
"г. Москва, пер. Ангелов, д.1, корп. 1",Банк ВТБ,Доступен в режиме работы места установки,55.8526205,37.3508848
"г. Москва, наб. Раушская, д.22/21, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.747532,37.6340019
"г. Москва, ул.Молостовых, д.1г",Банк ВТБ,Доступен в режиме работы места установки,55.764222,37.833213
"г. Москва, ш.Дмитровское, д.165 Б",Банк ВТБ,Круглосуточно,55.915992,37.540084
"г. Москва, ш.Дмитровское, д.165 Б",Кредит Европа Банк,Круглосуточно,55.915992,37.540084
"г. Москва, ш.Дмитровское, д.165 Б",Райффайзенбанк,Круглосуточно,55.915992,37.540084
"г. Москва, ул.Казакова, д.6, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.7629128,37.6583875
"г. Москва, ул.800-летия Москвы, д.22",Банк ВТБ,Доступен в режиме работы места установки,55.8777824,37.555026
"г. Москва, Щербинка, туп. Бутовский, д.14",Банк ВТБ,Круглосуточно,55.5088679,37.5612481
"г. Москва, просп. Ленинский, д.113/1",Банк ВТБ,Доступен в режиме работы места установки,55.655783,37.498222
"г. Москва, просп. Ленинский, д.113/1",ЮниКредит Банк,Круглосуточно,55.655783,37.498222
"г. Москва, ул.10-я Парковая, д.20",Банк ВТБ,Доступен в режиме работы места установки,55.7986859,37.8030212
"г. Москва, ул.Генерала Тюленева, д.4а",Банк ВТБ,Доступен в режиме работы места установки,55.6255436,37.4820641
"г. Москва, ул.Приорова, д.10а",Банк ВТБ,Круглосуточно,55.819732,37.52863
"г. Москва, ул.Ангарская, д.22а",Банк ВТБ,Круглосуточно,55.874339,37.519306
"г. Москва, ул.Щукинская, д.42",Банк ВТБ,Доступен в режиме работы места установки,55.8094971,37.4645058
"г. Москва, ул.Щукинская, д.42",Райффайзенбанк,Круглосуточно,55.8094971,37.4645058
"г. Москва, ул.Щукинская, д.42",Тинькофф Банк,Круглосуточно,55.8094971,37.4645058
"г. Москва, ш.Бесединское, д.15",Банк ВТБ,Круглосуточно,55.625156,37.7611029
"г. Москва, ш.Бесединское, д.15",Тинькофф Банк,Круглосуточно,55.625156,37.7611029
"г. Москва, ул.Правды, д.23, корп. 10",Банк ВТБ,Доступен в режиме работы места установки,55.7894728,37.5822862
"г. Москва, ул.Космонавта Волкова, д.31",Банк ВТБ,Круглосуточно,55.8170722,37.5265265
"г. Москва, ул.Садовая-Спасская, д.21/1",Банк ВТБ,Доступен в режиме работы места установки,55.7694332,37.6491987
"г. Москва, ул.Садовая-Спасская, д.21/1",Ингосстрах Банк (бывш. Союз),Доступен в режиме работы места установки,55.7694332,37.6491987
"г. Москва, Марьиной Рощи 5-й пр-д, д.15а",Банк ВТБ,Круглосуточно,55.7982382,37.620064
"г. Москва, ул.Малая Юшуньская, д.1",Банк ВТБ,Круглосуточно,55.6530257,37.5931286
"г. Москва, ул.Малая Юшуньская, д.1",Газпромбанк,Круглосуточно,55.6530257,37.5931286
"г. Москва, ш.Новокуркинское, влад. 1",Банк ВТБ,Доступен в режиме работы места установки,55.884964,37.407196
"г. Москва, пер. Рахмановский, д.3/25, корп. 1",Банк ВТБ,Доступен в режиме работы места установки,55.7652002,37.6190634
"г. Москва, ул.Салтыковская, д.29а",Банк ВТБ,Доступен в режиме работы места установки,55.7398888,37.871692
"г. Москва, бул. Цветной, д.9",Банк ВТБ,Круглосуточно,55.7695913,37.6206922
"г. Москва, ул.Нижняя Красносельская, д.5, стр. 7",Банк ВТБ,Доступен в режиме работы места установки,55.7792979,37.668359
"г. Москва, пер. Костомаровский, д.2",Банк ВТБ,Круглосуточно,55.7523063,37.6639322
"г. Москва, ст.метро «Тимирязевская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, пл.Рижская, д.1",Банк ВТБ,Круглосуточно,55.7926563,37.6326952
"г. Москва, пл.Рижская, д.1",Газпромбанк,Доступен в режиме работы места установки,55.7926563,37.6326952
"г. Москва, ул.Новая Басманная, д.10, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.7688918,37.6564006
"г. Москва, ул.Новая Басманная, д.10, стр. 1",СДМ-Банк,Доступен в режиме работы места установки,55.7688918,37.6564006
"г. Москва, пер. Чапаевский, д.16",Банк ВТБ,Доступен в режиме работы места установки,55.7970828,37.5183219
"г. Москва, бул. Ореховый, д.22а",Банк ВТБ,Круглосуточно,55.6121333,37.7326914
"г. Москва, бул. Ореховый, д.22а",Интерпрогрессбанк,Круглосуточно,55.6121333,37.7326914
"г. Москва, бул. Ореховый, д.22а",Московский Кредитный Банк,Круглосуточно,55.6121333,37.7326914
"г. Москва, бул. Ореховый, д.22а",Промсвязьбанк,Круглосуточно,55.6121333,37.7326914
"г. Москва, бул. Ореховый, д.22а",Совкомбанк,Круглосуточно,55.6121333,37.7326914
"г. Москва, ул.Загорьевская, д.10, корп. 4",Банк ВТБ,Доступен в режиме работы места установки,55.5783902,37.6766193
"г. Москва, пер. Последний, д.28",Банк ВТБ,Доступен в режиме работы места установки,55.7696121,37.6306251
"г. Москва, пер. Последний, д.28",Ингосстрах Банк (бывш. Союз),Круглосуточно,55.7696121,37.6306251
"г. Москва, ул.Новорогожская, д.29",Банк ВТБ,Доступен в режиме работы места установки,55.7377806,37.6961017
"г. Москва, пл.Киевского вокзала, д.1",Банк ВТБ,Круглосуточно,55.7429936,37.5664465
"г. Москва, пл.Киевского вокзала, д.1",Газпромбанк,Круглосуточно,55.7429936,37.5664465
"г. Москва, пл.Киевского вокзала, д.1",Банк Россия,Круглосуточно,55.7429936,37.5664465
"г. Москва, пл.Киевского вокзала, д.1",Русский Стандарт,Круглосуточно,55.7429936,37.5664465
"г. Москва, ул.Затонная, д.11, корп. 2а",Банк ВТБ,Круглосуточно,55.679325,37.6876196
"г. Москва, 2-й квартал Капотни, д.4",Банк ВТБ,Доступен в режиме работы места установки,55.6401189,37.7978737
"г. Москва, ул.Тихомирова, д.1, корп. 2",Банк ВТБ,Доступен в режиме работы места установки,55.8839537,37.6445781
"г. Москва, просп. Мира, д.81",Банк ВТБ,Круглосуточно,55.801313,37.634326
"г. Москва, ш.Дмитровское, д.116д",Банк ВТБ,Доступен в режиме работы места установки,55.901783,37.548411
"г. Москва, ш.Дмитровское, д.116д",Тинькофф Банк,Круглосуточно,55.901783,37.548411
"г. Москва, ул.Люблинская, д.72",Банк ВТБ,Доступен в режиме работы места установки,55.668924,37.738827
"г. Москва, Каширский пр-д, д.19",Банк ВТБ,Доступен в режиме работы места установки,55.6560047,37.6250685
"г. Москва, ул.1-я Магистральная, д.23",Банк ВТБ,Круглосуточно,55.77033,37.519917
"г. Москва, ул.Золоторожский Вал, д.4, стр. 2",Банк ВТБ,Круглосуточно,55.754314,37.688791
"г. Москва, туп. Деповский, д.2",Банк ВТБ,Доступен в режиме работы места установки,55.7540471,37.620405
"г. Москва, ул.Неглинная, д.8/10",Банк ВТБ,Доступен в режиме работы места установки,55.7615069,37.6205755
"г. Москва, ул.Неглинная, д.8/10",СМП Банк,Круглосуточно,55.7615069,37.6205755
"г. Москва, ул.Садовническая, д.75",Банк ВТБ,Доступен в режиме работы места установки,55.7357729,37.6434676
"г. Москва, ул.Садовая-Самотечная, д.10/23, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.7727812,37.6150471
"г. Москва, ул.Ильинка, д.4",Банк ВТБ,Круглосуточно,55.7544374,37.6250428
"г. Москва, ул.Ильинка, д.4",Газпромбанк,Круглосуточно,55.7544374,37.6250428
"г. Москва, Автомобильный пр-д, д.17",Банк ВТБ,Круглосуточно,55.729138,37.707
"г. Москва, ш.Энтузиастов, д.4",Банк ВТБ,Доступен в режиме работы места установки,55.7632226,37.7704002
"г. Москва, ш.Энтузиастов, д.4",Банк ВТБ,Круглосуточно,55.7632226,37.7704002
"г. Москва, просп. Вернадского, д.97, корп. 3",Банк ВТБ,Доступен в режиме работы места установки,55.667122,37.490245
"г. Москва, Заревый пр-д, д.12",Банк ВТБ,Круглосуточно,55.8864755,37.6568096
"г. Москва, 3-й Силикатный пр-д, д.9, стр. 23",Банк ВТБ,Круглосуточно,55.7716719,37.5021521
"г. Москва, ул.Арбат, д.26",Банк ВТБ,Доступен в режиме работы места установки,55.7497942,37.5914565
"г. Москва, просп. Ленинградский, д.77, корп. 2",Банк ВТБ,Круглосуточно,55.8051649,37.5082534
"г. Москва, ул.Ботаническая, д.29",Банк ВТБ,Круглосуточно,55.8333774,37.5933496
"г. Москва, ул.Россошанская, д.4, корп. 2",Банк ВТБ,Доступен в режиме работы места установки,55.5923865,37.608944
"г. Москва, Нагорный пр-д, д.7, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.6864464,37.614442
"г. Москва, ул.Твардовского, д.2, корп. 4, стр. 1",Банк ВТБ,Круглосуточно,55.7986498,37.3892184
"г. Москва, Внуково, ул.Центральная, д.2",Банк ВТБ,Доступен в режиме работы места установки,55.6091365,37.2894036
"г. Москва, пер. Яковоапостольский, д.12, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.7589089,37.6564073
"г. Москва, ул.Косыгина, д.17",Банк ВТБ,Доступен в режиме работы места установки,55.7023705,37.5536747
"г. Москва, бул. Чистопрудный, д.8, стр. 1",Банк ВТБ,Доступен в режиме работы места установки,55.7627914,37.6407058
"г. Москва, пер. 3-й Крутицкий, д.11",Банк ВТБ,Доступен в режиме работы места установки,55.7311768,37.6661003
"г. Москва, пер. 3-й Крутицкий, д.11",Газпромбанк,Круглосуточно,55.7311768,37.6661003
"г. Москва, пер. 3-й Крутицкий, д.11",Кредит Европа Банк,Круглосуточно,55.7311768,37.6661003
"г. Москва, ул.Неверовского, д.8",Банк ВТБ,Доступен в режиме работы места установки,55.7395499,37.5118423
"г. Москва, ст.метро «Нагатинская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
"г. Москва, ст.метро «Красногвардейская»",Банк ВТБ,Круглосуточно,55.6398097,37.4176378
